account_id,plan_tier,industry,segment,region,customer_success_manager,signup_date,last_login_date,licensed_seats,active_users,support_tickets_90d,nps,renewal_month,payment_status,feature_adoption_rate,annual_recurring_revenue,seat_utilization,churn_risk,expansion_opportunity,notes
ACC0028369,Growth,Retail,Mid-Market,North America,Priya,2023-07-27 00:00:00,2023-11-14 00:00:00,54,18,5,13,5,Current,0.735,4918.0,0.333,Low,No,renewal renewal seat-expansion security renewal integration
ACC0021752,Starter,Manufacturing,SMB,APAC,Marcus,2022-10-02 00:00:00,2023-06-06 00:00:00,178,270,2,58,2,Escalated,0.897,2179.0,1.0,High,Yes,invoice risk pilot renewal risk
ACC0017916,Pro,Media,SMB,North America,Diego,2023-02-10 00:00:00,2023-10-03 00:00:00,447,203,3,55,2,Current,0.444,11413.0,0.454,Low,No,invoice integration pilot pilot procurement
ACC0015549,Pro,Media,Mid-Market,APAC,Elena,2022-09-18 00:00:00,2022-10-17 00:00:00,290,328,3,85,9,Current,0.11,3152.0,1.0,Medium,No,invoice integration risk renewal procurement pilot renewal
ACC0032985,Starter,Education,SMB,North America,Hannah,2022-06-30 00:00:00,2022-11-02 00:00:00,390,367,3,20,5,Current,0.42,8128.0,0.941,Low,No,procurement renewal training seat-expansion risk
ACC0000675,Growth,Retail,SMB,LATAM,Marcus,2022-10-12 00:00:00,2023-02-21 00:00:00,281,258,2,1,11,Late,0.971,4842.0,0.918,Medium,No,seat-expansion procurement renewal integration training procurement integration procurement integration security invoice integration
ACC0036249,Growth,Healthcare,SMB,North America,Elena,2022-11-23 00:00:00,2023-01-19 00:00:00,224,365,3,-22,8,Current,0.665,7013.0,1.0,High,No,training training pilot invoice training procurement risk
ACC0015317,Pro,Media,SMB,LATAM,Elena,2022-02-08 00:00:00,2022-09-07 00:00:00,257,183,3,55,7,Current,0.716,871.0,0.712,Low,Yes,seat-expansion seat-expansion pilot risk integration renewal training pilot
ACC0011857,Enterprise,Finance,SMB,APAC,Hannah,2022-09-13 00:00:00,2022-11-09 00:00:00,262,330,1,10,7,Late,0.258,4802.0,1.0,High,No,training renewal procurement integration training risk renewal risk invoice integration training pilot
ACC0032098,Growth,Education,SMB,EMEA,Grace,2022-08-11 00:00:00,2023-06-05 00:00:00,179,16,5,59,12,Current,0.222,7455.0,0.089,High,No,training seat-expansion security seat-expansion pilot procurement training pilot integration
ACC0036584,Enterprise,Finance,SMB,EMEA,Elena,2023-03-17 00:00:00,2023-09-09 00:00:00,167,210,4,6,4,Escalated,0.569,4310.0,1.0,Medium,No,renewal invoice risk security risk risk seat-expansion security security procurement renewal security
ACC0030141,Starter,Finance,SMB,North America,Diego,2023-12-02 00:00:00,2024-02-16 00:00:00,153,176,2,24,6,Current,0.447,1410.0,1.0,Low,No,renewal training integration risk invoice renewal procurement pilot pilot seat-expansion pilot
ACC0032123,Growth,Media,SMB,EMEA,Hannah,2022-06-10 00:00:00,2023-01-17 00:00:00,19,321,4,21,10,Current,0.245,2601.0,1.0,High,No,integration invoice risk procurement seat-expansion training integration renewal
ACC0033229,Starter,Education,SMB,North America,Grace,2022-05-03 00:00:00,2022-05-11 00:00:00,244,333,5,10,5,Current,0.775,1083.0,1.0,Low,No,risk risk risk procurement risk training training seat-expansion invoice
ACC0011924,Starter,Retail,SMB,EMEA,Priya,2024-06-08 00:00:00,2024-11-13 00:00:00,37,123,2,60,12,Current,0.472,12122.0,1.0,Low,No,training renewal renewal procurement risk security seat-expansion seat-expansion renewal security security training
ACC0025698,Growth,Healthcare,SMB,North America,Hannah,2022-01-25 00:00:00,2022-06-02 00:00:00,157,17,2,74,1,Late,0.638,4288.0,0.108,High,No,risk pilot security invoice risk security seat-expansion pilot
ACC0025620,Pro,Retail,SMB,EMEA,Diego,2023-05-13 00:00:00,2024-03-08 00:00:00,451,170,8,64,4,Current,0.51,3872.0,0.377,Low,No,seat-expansion pilot renewal pilot renewal risk renewal integration training integration pilot pilot
ACC0022551,Pro,Education,SMB,EMEA,Elena,2022-07-31 00:00:00,2023-04-21 00:00:00,495,29,1,19,12,Current,0.281,1992.0,0.059,Low,No,risk risk training pilot pilot invoice
ACC0035917,Growth,Finance,SMB,APAC,Hannah,2023-03-04 00:00:00,2023-04-04 00:00:00,454,53,1,97,1,Current,0.848,5532.0,0.117,Low,Yes,security invoice procurement renewal risk security renewal invoice pilot procurement risk security
ACC0001392,Pro,Media,SMB,North America,Elena,2023-11-19 00:00:00,2024-07-16 00:00:00,285,246,4,59,5,Current,0.91,2831.0,0.863,Low,Yes,risk renewal integration risk integration training
ACC0016474,Starter,Education,Mid-Market,EMEA,Hannah,2023-12-13 00:00:00,2024-08-13 00:00:00,296,105,5,-15,4,Current,0.801,9621.0,0.355,High,No,invoice integration pilot invoice training integration training
ACC0000703,Growth,Healthcare,SMB,North America,Marcus,2023-11-20 00:00:00,2024-07-19 00:00:00,401,324,5,-3,2,Current,0.88,3924.0,0.808,High,No,seat-expansion renewal renewal procurement renewal training training security
ACC0015432,Pro,Retail,Enterprise,EMEA,Elena,2024-01-12 00:00:00,2024-07-23 00:00:00,92,372,1,77,7,Escalated,0.473,6125.0,1.0,Medium,No,security risk seat-expansion procurement seat-expansion pilot invoice security risk
ACC0010214,Growth,Retail,SMB,North America,Hannah,2023-05-30 00:00:00,2023-10-17 00:00:00,245,234,6,52,2,Current,0.655,8625.0,0.955,Low,Yes,security renewal invoice risk training training invoice procurement integration
ACC0012857,Starter,Finance,SMB,North America,Elena,2022-09-08 00:00:00,2023-04-20 00:00:00,15,232,2,28,12,Current,0.782,1888.0,1.0,Low,Yes,pilot invoice integration risk training procurement risk renewal
ACC0034613,Starter,Education,Mid-Market,North America,Priya,2022-11-22 00:00:00,2022-11-25 00:00:00,115,331,0,-22,12,Current,0.203,3226.0,1.0,Medium,No,procurement invoice pilot seat-expansion training procurement risk security
ACC0000747,Pro,Manufacturing,SMB,EMEA,Marcus,2023-04-07 00:00:00,2023-12-23 00:00:00,8,257,6,95,10,Current,0.074,3190.0,1.0,Medium,No,pilot invoice integration risk integration security
ACC0020556,Growth,Media,SMB,North America,Elena,2022-09-29 00:00:00,2022-12-12 00:00:00,99,289,3,66,8,Current,0.108,1762.0,1.0,High,No,invoice security training pilot pilot
ACC0035387,Pro,Finance,SMB,EMEA,Grace,2022-06-02 00:00:00,2022-09-24 00:00:00,490,285,3,75,11,Current,0.82,3415.0,0.582,Low,Yes,procurement risk seat-expansion risk seat-expansion
ACC0036594,Pro,Media,SMB,LATAM,Grace,2023-06-26 00:00:00,2024-06-24 00:00:00,382,94,2,16,7,Late,0.237,2893.0,0.246,Medium,No,integration invoice risk integration renewal invoice integration pilot invoice invoice
ACC0037906,Pro,Healthcare,Mid-Market,EMEA,Priya,2023-09-22 00:00:00,2023-10-09 00:00:00,410,326,1,72,9,Current,0.828,1026.0,0.795,Low,Yes,procurement pilot integration integration risk procurement security renewal integration pilot renewal
ACC0021797,Pro,Healthcare,SMB,APAC,Marcus,2024-05-27 00:00:00,2024-11-21 00:00:00,323,240,3,78,12,Current,0.414,884.0,0.743,Low,No,procurement training seat-expansion risk training pilot invoice training seat-expansion invoice
ACC0001825,Starter,Retail,SMB,EMEA,Elena,2022-06-03 00:00:00,2023-03-03 00:00:00,487,167,3,19,2,Current,0.275,2011.0,0.343,Low,No,invoice procurement security invoice seat-expansion seat-expansion risk risk
ACC0020374,Starter,Education,SMB,APAC,Diego,2023-08-23 00:00:00,2024-06-27 00:00:00,495,112,3,1,8,Current,0.729,19709.0,0.226,Low,No,security training renewal seat-expansion seat-expansion
ACC0031722,Starter,Finance,Mid-Market,North America,Elena,2024-03-20 00:00:00,2024-08-02 00:00:00,168,362,0,97,7,Current,0.218,4050.0,1.0,High,No,seat-expansion renewal invoice risk integration
ACC0000541,Starter,Media,Mid-Market,EMEA,Priya,2024-05-25 00:00:00,2025-04-28 00:00:00,148,117,1,53,8,Current,0.327,1114.0,0.791,Low,No,renewal security seat-expansion risk security invoice risk training training integration renewal integration
ACC0013582,Starter,Retail,SMB,APAC,Elena,2022-05-06 00:00:00,2023-02-03 00:00:00,373,379,3,59,5,Current,0.425,1749.0,1.0,Low,No,integration procurement invoice training seat-expansion
ACC0031810,Growth,Education,SMB,LATAM,Marcus,2022-01-13 00:00:00,2022-11-13 00:00:00,56,377,3,60,4,Current,0.688,6364.0,1.0,Low,Yes,renewal procurement security renewal security
ACC0023851,Pro,Retail,SMB,North America,Marcus,2024-03-15 00:00:00,2024-11-01 00:00:00,278,112,4,51,3,Current,0.888,1110.0,0.403,Low,Yes,pilot procurement pilot risk invoice risk risk invoice
ACC0010412,Pro,Healthcare,Enterprise,North America,Priya,2023-05-11 00:00:00,2023-12-20 00:00:00,45,182,4,-36,9,Current,0.151,3038.0,1.0,High,No,procurement pilot renewal security pilot
ACC0026642,Starter,Education,Mid-Market,LATAM,Hannah,2023-05-14 00:00:00,2024-02-12 00:00:00,236,241,2,97,2,Current,0.1,3906.0,1.0,Medium,No,integration procurement renewal risk seat-expansion
ACC0026652,Enterprise,Media,Enterprise,LATAM,Elena,2022-05-07 00:00:00,2022-06-15 00:00:00,321,241,3,8,12,Current,0.704,4482.0,0.751,Low,No,pilot risk renewal training seat-expansion seat-expansion security
ACC0019201,Starter,Education,SMB,North America,Hannah,2024-04-28 00:00:00,2025-01-16 00:00:00,471,45,3,89,10,Late,0.756,2213.0,0.096,Medium,Yes,security procurement integration procurement integration security security
ACC0029545,Starter,Manufacturing,SMB,EMEA,Elena,2023-03-04 00:00:00,2023-09-14 00:00:00,352,255,0,-48,11,Current,0.98,2106.0,0.724,High,No,training integration seat-expansion renewal renewal
ACC0025318,Starter,Education,Mid-Market,EMEA,Grace,2023-05-22 00:00:00,2023-12-25 00:00:00,436,318,4,44,8,Current,0.403,1174.0,0.729,Low,No,seat-expansion renewal risk integration procurement invoice integration security
ACC0001908,Starter,Retail,SMB,EMEA,Hannah,2022-11-02 00:00:00,2022-11-22 00:00:00,339,93,2,36,6,Current,0.605,15547.0,0.274,Low,No,invoice pilot pilot risk procurement
ACC0012768,Starter,Manufacturing,Mid-Market,LATAM,Diego,2024-01-12 00:00:00,2024-11-08 00:00:00,439,208,0,49,12,Current,0.576,459.0,0.474,Low,No,training seat-expansion seat-expansion risk seat-expansion training pilot training
ACC0021252,Starter,Media,SMB,North America,Grace,2023-04-22 00:00:00,2023-05-22 00:00:00,356,261,6,10,9,Current,0.757,3452.0,0.733,Low,No,pilot procurement pilot integration invoice security renewal risk procurement risk
ACC0000319,Pro,Media,Mid-Market,North America,Hannah,2024-04-20 00:00:00,2024-11-14 00:00:00,340,368,0,-18,9,Current,0.501,2510.0,1.0,Medium,No,training security renewal seat-expansion training training
ACC0001962,Enterprise,Manufacturing,Mid-Market,North America,Grace,2024-04-10 00:00:00,2024-06-05 00:00:00,368,370,5,21,7,Current,0.542,2317.0,1.0,Low,No,training training training pilot security security procurement
ACC0000963,Growth,Healthcare,Mid-Market,APAC,Grace,2022-03-25 00:00:00,2022-11-23 00:00:00,255,212,3,23,10,Current,0.108,2249.0,0.831,High,No,seat-expansion security security procurement training training security renewal renewal
ACC0028021,Pro,Media,Mid-Market,EMEA,Diego,2023-11-03 00:00:00,2024-02-11 00:00:00,476,322,3,12,11,Late,0.825,3841.0,0.676,Medium,No,pilot renewal security risk integration procurement invoice risk training
ACC0031379,Starter,Healthcare,SMB,North America,Diego,2022-07-20 00:00:00,2022-09-14 00:00:00,382,283,2,-43,9,Current,0.933,2993.0,0.741,High,No,security training security integration pilot training
ACC0031382,Starter,Finance,Mid-Market,APAC,Diego,2023-02-22 00:00:00,2023-10-02 00:00:00,4,297,4,35,1,Late,0.987,2535.0,1.0,Medium,Yes,integration risk integration procurement pilot procurement integration procurement procurement
ACC0024380,Starter,Healthcare,SMB,APAC,Priya,2023-08-28 00:00:00,2024-08-02 00:00:00,170,11,5,66,7,Current,0.889,2871.0,0.065,Low,Yes,risk security seat-expansion pilot procurement seat-expansion seat-expansion renewal integration training
ACC0021497,Starter,Manufacturing,Enterprise,APAC,Diego,2022-05-02 00:00:00,2022-07-10 00:00:00,306,278,3,15,9,Current,0.86,1379.0,0.908,Low,No,procurement invoice training integration integration procurement procurement procurement security invoice
ACC0024211,Starter,Healthcare,Enterprise,North America,Elena,2024-06-05 00:00:00,2024-12-22 00:00:00,110,41,3,11,9,Late,0.853,4473.0,0.373,Medium,No,integration security pilot pilot risk seat-expansion renewal risk security
ACC0018351,Pro,Healthcare,SMB,North America,Marcus,2023-11-01 00:00:00,2023-11-21 00:00:00,408,109,3,-45,9,Current,0.176,546.0,0.267,High,No,integration training integration procurement risk seat-expansion
ACC0000432,Starter,Retail,SMB,North America,Grace,2023-01-29 00:00:00,2024-01-19 00:00:00,459,348,3,-39,3,Current,0.434,2861.0,0.758,Medium,No,renewal procurement pilot invoice risk security pilot pilot invoice renewal integration renewal
ACC0035304,Growth,Retail,SMB,North America,Marcus,2024-01-21 00:00:00,2024-11-18 00:00:00,86,168,3,-47,11,Escalated,0.092,13012.0,1.0,Medium,No,training risk renewal procurement pilot procurement
ACC0001856,Growth,Finance,SMB,EMEA,Grace,2023-11-02 00:00:00,2024-07-18 00:00:00,327,13,2,0,11,Current,0.598,3987.0,0.04,Low,No,integration renewal integration risk risk pilot procurement pilot integration
ACC0024607,Enterprise,Media,SMB,EMEA,Marcus,2024-06-17 00:00:00,2024-10-05 00:00:00,425,41,2,89,10,Current,0.365,2127.0,0.096,Low,No,security seat-expansion procurement renewal invoice procurement seat-expansion seat-expansion renewal
ACC0027731,Growth,Education,SMB,North America,Grace,2023-02-26 00:00:00,2023-12-15 00:00:00,459,42,3,83,4,Current,0.769,2555.0,0.092,Low,Yes,seat-expansion pilot risk training procurement pilot
ACC0001595,Growth,Media,SMB,EMEA,Elena,2022-10-22 00:00:00,2023-04-20 00:00:00,135,95,4,-39,1,Late,0.484,4369.0,0.704,Medium,No,training pilot security seat-expansion invoice procurement training procurement seat-expansion procurement seat-expansion
ACC0031953,Growth,Finance,SMB,North America,Grace,2023-09-17 00:00:00,2024-02-06 00:00:00,274,252,3,5,7,Current,0.17,2550.0,0.92,High,No,procurement security invoice renewal procurement invoice renewal seat-expansion security security
ACC0000667,Starter,Manufacturing,SMB,North America,Marcus,2023-02-28 00:00:00,2024-01-24 00:00:00,477,137,2,-18,1,Current,0.816,4095.0,0.287,High,No,integration procurement pilot integration invoice risk risk renewal procurement procurement risk training
ACC0031403,Pro,Manufacturing,Mid-Market,North America,Elena,2023-02-05 00:00:00,2023-03-10 00:00:00,81,130,0,-19,2,Current,0.103,1779.0,1.0,Medium,No,procurement pilot risk integration integration integration invoice invoice
ACC0033885,Growth,Healthcare,Mid-Market,APAC,Hannah,2024-02-21 00:00:00,2024-12-01 00:00:00,383,185,3,59,9,Current,0.256,9478.0,0.483,Low,No,seat-expansion procurement risk training seat-expansion security risk risk seat-expansion training risk integration
ACC0002043,Pro,Media,Enterprise,APAC,Diego,2023-08-11 00:00:00,2023-10-22 00:00:00,212,211,2,96,12,Escalated,0.721,11895.0,0.995,Medium,Yes,pilot invoice invoice invoice security pilot security integration seat-expansion
ACC0014913,Pro,Retail,Mid-Market,APAC,Grace,2023-04-17 00:00:00,2023-05-15 00:00:00,380,219,2,65,3,Current,0.459,2987.0,0.576,Low,No,procurement integration invoice training integration seat-expansion security integration training security security seat-expansion
ACC0001990,Starter,Education,SMB,LATAM,Grace,2023-05-15 00:00:00,2023-11-25 00:00:00,312,235,1,46,8,Current,0.694,10729.0,0.753,Low,Yes,training training security risk risk invoice seat-expansion security integration risk
ACC0000010,Growth,Healthcare,SMB,EMEA,Marcus,2023-04-06 00:00:00,2023-04-24 00:00:00,461,274,0,-36,4,Late,0.458,1977.0,0.594,High,No,pilot pilot training integration training security renewal integration procurement training
ACC0033403,Starter,Retail,Enterprise,North America,Marcus,2024-06-07 00:00:00,2024-09-01 00:00:00,428,345,7,50,4,Current,0.749,1441.0,0.806,Low,Yes,seat-expansion renewal invoice security security security risk training procurement procurement
ACC0024452,Starter,Media,Enterprise,North America,Diego,2023-09-21 00:00:00,2024-07-09 00:00:00,235,55,4,21,11,Late,0.954,2330.0,0.234,High,Yes,pilot training security security renewal seat-expansion invoice renewal procurement security
ACC0022006,Growth,Healthcare,SMB,APAC,Diego,2023-05-26 00:00:00,2023-10-04 00:00:00,83,328,6,49,11,Current,0.55,2414.0,1.0,Low,No,integration pilot integration pilot seat-expansion procurement
ACC0023031,Pro,Retail,SMB,North America,Hannah,2022-08-22 00:00:00,2022-09-26 00:00:00,478,278,3,-5,8,Current,0.636,1256.0,0.582,High,No,risk risk integration risk security procurement integration procurement
ACC0022425,Enterprise,Finance,Mid-Market,North America,Hannah,2023-08-06 00:00:00,2024-03-16 00:00:00,443,168,2,-7,5,Current,0.981,1101.0,0.379,Medium,No,pilot risk procurement renewal risk procurement invoice invoice integration procurement
ACC0014748,Growth,Manufacturing,SMB,North America,Grace,2022-08-23 00:00:00,2023-04-03 00:00:00,414,204,6,70,12,Current,0.405,6162.0,0.493,Low,No,invoice risk procurement pilot risk training risk training
ACC0015173,Pro,Media,SMB,North America,Elena,2023-03-07 00:00:00,2023-05-23 00:00:00,23,322,3,-20,4,Current,0.541,10703.0,1.0,Medium,No,renewal renewal training pilot training seat-expansion integration renewal invoice security security
ACC0017171,Growth,Healthcare,SMB,APAC,Diego,2024-05-21 00:00:00,2024-06-23 00:00:00,301,143,5,-18,4,Current,0.948,1970.0,0.475,Medium,No,training training risk risk training seat-expansion procurement renewal risk
ACC0001663,Growth,Media,SMB,North America,Elena,2022-06-13 00:00:00,2022-11-16 00:00:00,141,328,2,43,1,Current,0.129,1720.0,1.0,High,No,integration security procurement pilot invoice training training security
ACC0020447,Starter,Manufacturing,SMB,North America,Marcus,2023-05-04 00:00:00,2024-02-12 00:00:00,67,362,1,66,12,Late,0.175,8890.0,1.0,High,No,security procurement seat-expansion renewal procurement
ACC0036131,Starter,Manufacturing,SMB,EMEA,Elena,2023-11-06 00:00:00,2024-01-08 00:00:00,465,149,2,-43,2,Current,0.741,5260.0,0.32,High,No,integration risk invoice procurement training renewal risk integration pilot
ACC0001653,Growth,Healthcare,Mid-Market,North America,Grace,2024-04-05 00:00:00,2024-12-22 00:00:00,301,375,4,-44,8,Current,0.099,738.0,1.0,High,No,invoice risk integration invoice integration security
ACC0000217,Enterprise,Healthcare,Enterprise,North America,Hannah,2022-06-19 00:00:00,2022-07-10 00:00:00,127,348,3,7,4,Current,0.676,3823.0,1.0,Low,No,invoice invoice security seat-expansion renewal
ACC0036960,Pro,Healthcare,Mid-Market,APAC,Diego,2022-07-07 00:00:00,2022-11-29 00:00:00,99,244,5,-32,8,Current,0.812,1958.0,1.0,High,No,renewal procurement pilot integration seat-expansion security
ACC0026648,Starter,Finance,SMB,APAC,Priya,2024-03-18 00:00:00,2025-01-01 00:00:00,409,363,2,47,12,Current,0.335,628.0,0.888,Low,No,risk renewal invoice invoice renewal integration renewal training procurement risk
ACC0028786,Starter,Healthcare,SMB,LATAM,Hannah,2022-08-14 00:00:00,2023-05-24 00:00:00,157,152,2,57,6,Current,0.331,2019.0,0.968,Low,No,procurement renewal integration security invoice
ACC0011753,Starter,Education,Mid-Market,North America,Diego,2023-08-29 00:00:00,2023-11-06 00:00:00,326,90,6,-8,6,Current,0.866,4118.0,0.276,High,No,renewal integration training training seat-expansion procurement procurement
ACC0010034,Enterprise,Finance,SMB,EMEA,Priya,2023-03-24 00:00:00,2023-12-14 00:00:00,85,117,3,-31,5,Current,0.84,5885.0,1.0,Medium,No,training invoice invoice renewal security training risk seat-expansion
ACC0001858,Pro,Finance,Mid-Market,North America,Priya,2023-07-23 00:00:00,2024-03-04 00:00:00,279,377,0,81,5,Current,0.878,9654.0,1.0,Low,Yes,risk risk invoice integration pilot
ACC0013187,Growth,Media,Mid-Market,LATAM,Marcus,2024-04-13 00:00:00,2025-02-03 00:00:00,279,101,4,6,4,Current,0.643,2729.0,0.362,Low,No,integration pilot renewal procurement renewal
ACC0002012,Pro,Media,Mid-Market,LATAM,Diego,2022-09-23 00:00:00,2023-09-09 00:00:00,43,151,3,-39,6,Current,0.443,5016.0,1.0,Medium,No,procurement pilot invoice pilot seat-expansion pilot invoice integration security procurement training security
ACC0032057,Growth,Education,Enterprise,North America,Grace,2023-05-04 00:00:00,2024-02-02 00:00:00,239,80,3,0,9,Current,0.85,763.0,0.335,Low,No,procurement pilot training integration procurement seat-expansion procurement seat-expansion pilot
ACC0000974,Growth,Education,SMB,EMEA,Hannah,2022-12-25 00:00:00,2023-04-19 00:00:00,243,174,2,74,3,Late,0.928,1382.0,0.716,High,Yes,integration invoice seat-expansion security pilot invoice risk procurement
ACC0000331,Pro,Media,SMB,North America,Grace,2023-09-02 00:00:00,2023-09-19 00:00:00,446,148,3,69,2,Current,0.105,12531.0,0.332,High,No,risk procurement pilot integration invoice security security risk
ACC0024318,Growth,Healthcare,SMB,North America,Marcus,2023-02-09 00:00:00,2023-08-29 00:00:00,496,100,0,5,6,Current,0.737,4510.0,0.202,Low,No,seat-expansion training training pilot training renewal security seat-expansion risk invoice
ACC0017983,Pro,Retail,SMB,APAC,Grace,2022-11-07 00:00:00,2023-11-06 00:00:00,428,113,1,-13,9,Current,0.227,1553.0,0.264,Medium,No,integration training seat-expansion procurement pilot procurement invoice training risk
ACC0001460,Growth,Healthcare,SMB,North America,Hannah,2023-08-29 00:00:00,2024-07-23 00:00:00,405,349,1,84,9,Current,0.734,4454.0,0.862,Low,Yes,risk seat-expansion procurement seat-expansion integration seat-expansion security security renewal risk seat-expansion pilot
ACC0001989,Starter,Retail,Enterprise,APAC,Hannah,2023-11-19 00:00:00,2024-11-13 00:00:00,217,232,4,9,11,Current,0.983,2770.0,1.0,Low,No,procurement integration seat-expansion invoice seat-expansion training security procurement pilot renewal training
ACC0000454,Starter,Healthcare,SMB,APAC,Elena,2023-12-25 00:00:00,2024-04-07 00:00:00,479,19,3,-31,4,Current,0.67,2975.0,0.04,High,No,security invoice pilot training procurement training seat-expansion
ACC0033635,Growth,Finance,Enterprise,North America,Priya,2023-08-16 00:00:00,2023-09-26 00:00:00,425,228,6,-8,2,Current,0.149,598.0,0.536,High,No,risk integration security training seat-expansion invoice seat-expansion training integration training procurement seat-expansion
ACC0019079,Starter,Education,SMB,North America,Hannah,2023-05-15 00:00:00,2024-03-26 00:00:00,367,131,5,-47,9,Current,0.537,3580.0,0.357,High,No,renewal training training seat-expansion procurement seat-expansion pilot security training procurement seat-expansion
ACC0024805,Pro,Finance,SMB,APAC,Grace,2023-02-01 00:00:00,2023-05-19 00:00:00,413,228,4,-5,1,Current,0.51,3793.0,0.552,High,No,pilot security security training renewal pilot seat-expansion renewal invoice seat-expansion
ACC0030542,Growth,Healthcare,SMB,North America,Hannah,2023-08-10 00:00:00,2023-11-12 00:00:00,327,379,3,89,9,Current,0.071,1724.0,1.0,High,No,risk invoice procurement security seat-expansion security
ACC0001835,Starter,Manufacturing,Mid-Market,North America,Hannah,2023-08-28 00:00:00,2023-09-25 00:00:00,441,358,3,58,6,Current,0.747,4587.0,0.812,Low,Yes,pilot integration pilot renewal invoice renewal pilot renewal pilot integration pilot
ACC0001742,Starter,Retail,Mid-Market,EMEA,Marcus,2023-05-01 00:00:00,2023-08-09 00:00:00,263,349,2,61,9,Current,0.818,3618.0,1.0,Low,Yes,security security renewal renewal seat-expansion renewal pilot renewal procurement invoice
ACC0000267,Growth,Retail,SMB,North America,Marcus,2024-01-11 00:00:00,2024-08-21 00:00:00,58,84,3,89,6,Current,0.574,1520.0,1.0,Low,No,training invoice seat-expansion pilot seat-expansion renewal
ACC0033525,Starter,Education,Mid-Market,EMEA,Hannah,2023-01-13 00:00:00,2023-04-18 00:00:00,151,271,6,3,6,Late,0.232,582.0,1.0,High,No,integration seat-expansion risk risk procurement
ACC0014803,Starter,Media,Enterprise,LATAM,Elena,2022-04-16 00:00:00,2022-11-15 00:00:00,63,207,7,61,5,Current,0.706,3620.0,1.0,Low,Yes,security integration seat-expansion training procurement renewal risk invoice invoice renewal integration
ACC0019361,Starter,Education,Mid-Market,North America,Elena,2023-01-25 00:00:00,2024-01-01 00:00:00,51,167,5,-50,9,Current,0.685,868.0,1.0,Medium,No,integration procurement training invoice pilot training security security security
ACC0015187,Growth,Finance,SMB,North America,Marcus,2024-04-22 00:00:00,2025-02-14 00:00:00,381,91,1,-31,8,Current,0.834,3115.0,0.239,High,No,training seat-expansion renewal pilot integration pilot renewal
ACC0000959,Growth,Media,SMB,EMEA,Grace,2023-10-23 00:00:00,2024-03-30 00:00:00,36,203,4,44,9,Current,0.944,4110.0,1.0,Low,Yes,procurement renewal training invoice renewal procurement security procurement integration
ACC0014265,Pro,Retail,Mid-Market,EMEA,Hannah,2023-11-21 00:00:00,2024-02-10 00:00:00,256,308,5,-26,6,Current,0.939,8397.0,1.0,High,No,seat-expansion risk renewal pilot renewal pilot integration renewal
ACC0000170,Starter,Media,Enterprise,North America,Priya,2023-10-17 00:00:00,2024-01-05 00:00:00,69,355,2,36,7,Late,0.236,14336.0,1.0,Medium,No,training renewal seat-expansion risk seat-expansion risk integration
ACC0000030,Starter,Retail,SMB,North America,Marcus,2024-01-13 00:00:00,2024-12-16 00:00:00,129,349,1,-12,5,Current,0.524,5928.0,1.0,High,No,training procurement training procurement training invoice security training seat-expansion
ACC0020425,Pro,Finance,SMB,APAC,Grace,2022-11-04 00:00:00,2023-05-12 00:00:00,147,136,1,98,5,Current,0.279,1291.0,0.925,Low,No,training risk invoice pilot seat-expansion renewal procurement
ACC0037534,Pro,Media,Mid-Market,North America,Hannah,2023-06-12 00:00:00,2023-08-20 00:00:00,184,85,2,-19,9,Current,0.152,3270.0,0.462,High,No,training invoice invoice pilot invoice training
ACC0019753,Starter,Media,SMB,North America,Grace,2023-01-13 00:00:00,2023-03-20 00:00:00,367,281,4,-40,2,Current,0.229,5136.0,0.766,High,No,security renewal seat-expansion risk seat-expansion risk invoice renewal
ACC0033514,Growth,Education,Enterprise,North America,Elena,2023-02-22 00:00:00,2023-09-26 00:00:00,467,162,3,63,9,Current,0.74,758.0,0.347,Low,Yes,security renewal pilot renewal risk pilot
ACC0000306,Pro,Retail,SMB,North America,Marcus,2022-12-29 00:00:00,2023-09-11 00:00:00,443,38,3,-48,3,Current,0.855,3255.0,0.086,Medium,No,invoice risk procurement pilot renewal risk invoice integration security invoice risk pilot
ACC0000525,Starter,Retail,SMB,EMEA,Priya,2022-12-08 00:00:00,2023-09-30 00:00:00,453,367,2,60,4,Current,0.213,6970.0,0.81,High,No,pilot procurement training pilot procurement renewal risk training seat-expansion security integration pilot
ACC0035553,Starter,Healthcare,SMB,EMEA,Priya,2023-09-21 00:00:00,2024-05-06 00:00:00,387,245,2,5,9,Current,0.416,2657.0,0.633,Low,No,security pilot invoice risk security security procurement
ACC0022716,Pro,Retail,SMB,APAC,Grace,2023-10-07 00:00:00,2024-07-14 00:00:00,36,92,5,61,2,Current,0.881,4143.0,1.0,Low,Yes,seat-expansion integration renewal seat-expansion security risk invoice seat-expansion invoice security
ACC0024911,Enterprise,Media,Enterprise,LATAM,Hannah,2023-09-13 00:00:00,2024-05-31 00:00:00,350,316,1,85,9,Current,0.593,4904.0,0.903,Low,No,training renewal pilot renewal risk pilot risk invoice risk
ACC0023434,Growth,Healthcare,Mid-Market,North America,Marcus,2022-04-10 00:00:00,2022-06-20 00:00:00,476,340,4,17,9,Current,0.501,3873.0,0.714,Low,No,risk seat-expansion invoice security risk training risk risk pilot
ACC0001950,Pro,Media,SMB,LATAM,Grace,2022-11-18 00:00:00,2023-07-11 00:00:00,22,137,3,47,2,Current,0.515,1100.0,1.0,Low,No,risk renewal procurement security security
